Player,Team,Age,GP,W,L,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
Jeff Green,HOU,37,1,1,0,22.9,5.0,1.0,3.0,33.3,0.0,2.0,0.0,3.0,3.0,100.0,1.0,3.0,4.0,0.0,1.0,0.0,0.0,1.0,8.8,0.0,0.0,12.0
Jevon Carter,CHI,28,1,0,1,14.3,5.0,2.0,3.0,66.7,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,7.2,0.0,0.0,-11.0
Max Christie,LAL,20,1,1,0,8.6,5.0,2.0,2.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,9.7,0.0,0.0,10.0
Mike Muscala,WAS,32,1,0,1,12.4,5.0,2.0,5.0,40.0,1.0,4.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6.7,0.0,0.0,-11.0
Tre Mann,OKC,22,1,1,0,8.5,5.0,2.0,4.0,50.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,12.4,0.0,0.0,7.0
Dereck Lively II,DAL,19,3,1,2,24.0,4.7,2.0,4.3,46.2,0.0,0.7,0.0,0.7,0.7,100.0,2.0,3.7,5.7,1.0,0.3,0.3,0.7,3.3,15.6,0.0,0.0,-1.0
John Konchar,MEM,27,3,0,3,16.7,4.7,1.7,4.0,41.7,1.3,2.3,57.1,0.0,0.0,0.0,0.3,1.3,1.7,2.7,0.0,1.0,0.3,0.3,14.7,0.0,0.0,2.0
Marcus Sasser,DET,23,2,0,2,21.5,4.5,1.5,7.5,20.0,0.5,4.5,11.1,1.0,1.0,100.0,0.0,2.0,2.0,2.5,0.0,0.0,0.0,2.0,10.7,0.0,0.0,-3.5
Andrew Nembhard,IND,23,2,2,0,13.8,4.0,1.5,4.0,37.5,0.0,0.5,0.0,1.0,1.0,100.0,0.5,0.5,1.0,3.5,1.0,0.5,0.0,0.5,11.0,0.0,0.0,-7.5
Bobby Portis,MIL,28,1,1,0,16.6,4.0,2.0,10.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,12.4,0.0,0.0,-2.0
Cedi Osman,SAS,28,2,0,2,15.4,4.0,1.5,3.5,42.9,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,7.0,0.0,0.0,-10.5
Charles Bassey,SAS,23,2,0,2,14.0,4.0,2.0,4.0,50.0,0.0,0.5,0.0,0.0,0.0,0.0,2.0,4.5,6.5,1.5,0.0,0.0,1.0,1.0,17.1,0.0,0.0,-3.5
Devonte' Graham,SAS,28,1,0,1,17.1,4.0,1.0,3.0,33.3,0.0,2.0,0.0,2.0,3.0,66.7,0.0,1.0,1.0,7.0,2.0,0.0,0.0,2.0,13.7,0.0,0.0,5.0
Doug McDermott,SAS,31,2,0,2,16.2,4.0,1.5,4.0,37.5,1.0,2.5,40.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,2.0,0.0,0.0,1.0,4.1,0.0,0.0,-7.5
Eugene Omoruyi,WAS,26,1,0,1,6.6,4.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,9.0,0.0,0.0,18.0
Harrison Barnes,SAC,31,1,1,0,26.2,4.0,1.0,8.0,12.5,0.0,4.0,0.0,2.0,2.0,100.0,2.0,2.0,4.0,1.0,1.0,0.0,0.0,1.0,9.3,0.0,0.0,7.0
Isaiah Hartenstein,NYK,25,1,0,1,18.3,4.0,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,2.0,0.0,0.0,3.0,5.6,0.0,0.0,-1.0
Jalen Duren,DET,19,1,0,1,22.7,4.0,2.0,5.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,3.0,3.0,0.0,1.0,1.0,13.3,0.0,0.0,-8.0
Jeremiah Robinson-Earl,NOP,23,2,1,1,11.1,4.0,1.5,1.5,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,1.5,0.5,0.0,1.5,6.7,0.0,0.0,-2.5
Christian Wood,LAL,28,2,2,0,19.8,3.5,1.5,6.5,23.1,0.5,2.0,25.0,0.0,0.0,0.0,3.0,6.5,9.5,1.0,2.0,0.0,1.0,1.0,17.4,0.0,0.0,8.5
Peyton Watson,DEN,21,2,2,0,11.8,3.5,1.5,3.0,50.0,0.0,0.5,0.0,0.5,1.0,50.0,1.0,0.5,1.5,0.5,0.0,0.0,1.0,1.5,9.1,0.0,0.0,-6.0
Zeke Nnaji,DEN,22,2,2,0,11.9,3.5,1.5,2.0,75.0,0.0,0.0,0.0,0.5,1.5,33.3,1.0,2.5,3.5,0.0,0.5,0.0,0.0,0.5,7.2,0.0,0.0,-2.0
Jaylin Williams,OKC,21,3,1,2,17.3,3.3,1.0,4.7,21.4,0.3,3.0,11.1,1.0,1.3,75.0,0.0,4.3,4.3,2.3,0.3,1.0,0.0,2.0,14.7,0.0,0.0,3.3
Alex Caruso,CHI,29,1,0,1,26.3,3.0,1.0,2.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,11.4,0.0,0.0,-9.0
Alex Len,SAC,30,1,1,0,9.7,3.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,2.0,50.0,3.0,3.0,6.0,0.0,2.0,0.0,2.0,1.0,14.2,0.0,0.0,-1.0
Caleb Houstan,ORL,20,1,0,1,4.5,3.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,-8.0
Davion Mitchell,SAC,25,1,1,0,16.6,3.0,1.0,6.0,16.7,1.0,6.0,16.7,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5.7,0.0,0.0,1.0
Donte DiVincenzo,NYK,26,1,0,1,18.2,3.0,1.0,8.0,12.5,1.0,4.0,25.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,6.8,0.0,0.0,-10.0
Garrison Mathews,ATL,27,1,1,0,1.6,3.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,5.0
Jonathan Isaac,ORL,26,1,0,1,12.2,3.0,1.0,4.0,25.0,1.0,4.0,25.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,15.1,0.0,0.0,2.0
Jordan Goodwin,PHX,25,1,0,1,6.8,3.0,1.0,3.0,33.3,1.0,3.0,33.3,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,5.4,0.0,0.0,-13.0
Kevin Love,MIA,35,1,1,0,13.9,3.0,0.0,5.0,0.0,0.0,5.0,0.0,3.0,4.0,75.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,8.1,0.0,0.0,2.0
Kevon Looney,GSW,27,2,1,1,21.5,3.0,1.0,3.0,33.3,0.0,0.0,0.0,1.0,1.0,100.0,3.5,4.0,7.5,3.5,1.0,1.0,0.5,3.0,20.8,0.0,0.0,-1.5
Lindy Waters III,OKC,26,2,1,1,12.2,3.0,1.0,2.5,40.0,1.0,2.5,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,4.5,0.0,0.0,0.5
Matt Ryan,NOP,26,2,1,1,18.1,3.0,1.0,4.0,25.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.5,1.0,0.0,1.0,7.9,0.0,0.0,4.0
Nick Smith Jr.,CHA,19,1,0,1,15.4,3.0,1.0,2.0,50.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.2,0.0,0.0,-2.0
Nicolas Batum,PHI,34,1,1,0,26.5,3.0,1.0,2.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,1.0,0.0,4.0,14.1,0.0,0.0,13.0
P.J. Tucker,LAC,38,2,0,2,13.8,3.0,1.0,2.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.5,0.0,0.0,1.5,6.1,0.0,0.0,-13.5
Simone Fontecchio,UTA,27,2,2,0,14.2,3.0,1.0,2.5,40.0,1.0,2.0,50.0,0.0,0.0,0.0,0.5,1.0,1.5,0.5,0.5,1.0,0.0,2.0,8.1,0.0,0.0,1.5
Theo Maledon,CHA,22,2,1,1,19.3,3.0,1.0,5.0,20.0,0.0,1.5,0.0,1.0,1.0,100.0,0.5,3.5,4.0,3.5,2.0,0.5,0.0,1.0,12.6,0.0,0.0,2.0
Torrey Craig,CHI,32,1,0,1,23.2,3.0,1.0,4.0,25.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,6.0,6.0,4.0,1.0,1.0,0.0,4.0,18.2,0.0,0.0,6.0
Yuta Watanabe,PHX,29,1,0,1,14.4,3.0,1.0,4.0,25.0,1.0,3.0,33.3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,4.2,0.0,0.0,6.0
Seth Curry,DAL,33,3,1,2,8.6,2.7,0.3,2.3,14.3,0.3,2.3,14.3,1.7,2.0,83.3,0.0,1.3,1.3,1.0,0.3,1.3,0.0,0.7,9.4,0.0,0.0,2.0
Robert Covington,PHI,32,2,1,1,15.3,2.5,1.0,3.0,33.3,0.5,2.5,20.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,2.0,0.5,1.0,11.4,0.0,0.0,1.0
Olivier-Maxence Prosper,DAL,21,3,1,2,5.1,2.3,0.7,1.7,40.0,0.3,0.7,50.0,0.7,1.3,50.0,0.7,0.7,1.3,0.0,0.0,0.0,0.0,0.3,3.9,0.0,0.0,-1.3
Anthony Black,ORL,19,1,0,1,19.1,2.0,1.0,4.0,25.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.5,0.0,0.0,-4.0
Delon Wright,WAS,31,2,0,2,15.7,2.0,0.5,3.0,16.7,0.0,1.0,0.0,1.0,1.5,66.7,0.0,2.0,2.0,4.0,1.0,1.0,0.0,1.5,12.4,0.0,0.0,5.5
Drew Eubanks,PHX,26,1,0,1,14.1,2.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,1.0,2.0,0.0,1.0,2.0,10.5,0.0,0.0,-6.0
Ish Smith,CHA,35,1,0,1,18.8,2.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,0.0,0.0,1.0,5.9,0.0,0.0,-11.0
Jaden Springer,PHI,21,1,1,0,4.8,2.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,-6.0
Josh Okogie,PHX,25,1,0,1,12.7,2.0,0.0,4.0,0.0,0.0,4.0,0.0,2.0,2.0,100.0,2.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,10.7,0.0,0.0,7.0
Kira Lewis Jr.,NOP,22,1,1,0,2.1,2.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Oshae Brissett,BOS,25,1,1,0,7.8,2.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,4.0,50.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,2.0,8.6,0.0,0.0,-6.0
Pat Connaughton,MIL,30,1,1,0,23.9,2.0,1.0,4.0,25.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,9.4,0.0,0.0,-4.0
Paul Reed,PHI,24,2,1,1,11.3,2.0,1.0,1.5,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,2.5,0.5,0.5,0.0,0.5,2.0,6.8,0.0,0.0,5.0
Tari Eason,HOU,22,1,1,0,19.0,2.0,1.0,8.0,12.5,0.0,2.0,0.0,0.0,0.0,0.0,1.0,7.0,8.0,0.0,0.0,0.0,2.0,3.0,17.6,0.0,0.0,-2.0
Trayce Jackson-Davis,GSW,23,1,0,1,11.7,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,2.0,2.0,3.0,2.0,0.0,0.0,2.0,6.9,0.0,0.0,-2.0
Trent Forrest,ATL,25,1,1,0,13.1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,9.2,0.0,0.0,-3.0
Kyle Lowry,MIA,37,2,2,0,20.1,1.5,0.5,2.5,20.0,0.5,2.5,20.0,0.0,0.0,0.0,1.0,1.0,2.0,4.5,1.0,1.0,0.0,2.5,12.7,0.0,0.0,-1.5
Ousmane Dieng,OKC,20,2,0,2,6.5,1.5,0.5,2.0,25.0,0.5,2.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.5,3.7,0.0,0.0,-1.5
Larry Nance Jr.,NOP,30,1,0,1,14.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,1.0,4.0,5.0,1.0,1.0,0.0,0.0,1.0,7.5,0.0,0.0,-9.0
Marcus Morris Sr.,PHI,34,2,1,1,11.9,1.0,0.5,2.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.5,0.0,0.0,0.0,1.5,4.2,0.0,0.0,-7.5
Patrick Beverley,PHI,35,2,1,1,16.4,1.0,0.5,2.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,1.5,0.0,0.0,0.0,2.5,6.3,0.0,0.0,-8.5
Rayan Rupert,POR,19,1,0,1,2.6,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0
Cody Zeller,NOP,31,2,1,1,4.4,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.5,33.3,0.5,1.5,2.0,0.0,0.5,0.5,0.0,0.5,3.9,0.0,0.0,2.5
Aleksej Pokusevski,OKC,21,1,1,0,4.7,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,2.0
Armoni Brooks,BKN,25,1,0,1,19.3,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,3.8,0.0,0.0,4.0
Cameron Payne,MIL,29,1,1,0,11.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.5,0.0,0.0,3.0
Chris Duarte,SAC,26,1,1,0,4.6,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,3.2,0.0,0.0,-1.0
Chuma Okeke,ORL,25,1,0,1,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0
Dalano Banton,BOS,24,1,1,0,3.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,-6.0
Danuel House Jr.,PHI,30,1,0,1,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,3.0,-0.8,0.0,0.0,12.0
Dean Wade,CLE,26,1,0,1,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-9.0
Dereon Seabron,NOP,23,2,1,1,7.2,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,3.6,0.0,0.0,-4.5
Dominick Barlow,SAS,20,1,0,1,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,2.0
Dru Smith,MIA,25,1,1,0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
Duop Reath,POR,27,1,0,1,9.8,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,-0.8,0.0,0.0,-5.0
Furkan Korkmaz,PHI,26,2,1,1,1.8,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-0.5,0.0,0.0,-3.5
Ish Wainright,POR,29,1,0,1,2.6,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,-1.0
Jamaree Bouyea,POR,24,1,0,1,16.8,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,2.0,-2.8,0.0,0.0,-17.0
Jett Howard,ORL,20,1,0,1,4.4,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0
Jock Landale,HOU,28,1,1,0,6.9,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,3.0
Justin Holiday,DEN,34,1,1,0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,-1.0
Justin Minaya,POR,24,1,0,1,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,-1.0
KJ Martin,PHI,22,1,0,1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenneth Lofton Jr.,MEM,21,2,0,2,8.3,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.5,1.5,2.2,0.0,0.0,3.0
Kessler Edwards,SAC,23,1,1,0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0
Kris Dunn,UTA,29,1,1,0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
Kris Murray,POR,23,1,0,1,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
Leaky Black,CHA,24,1,0,1,2.7,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0
Luka Samanic,UTA,23,1,1,0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malik Beasley,MIL,26,1,1,0,22.4,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,2.0,8.1,0.0,0.0,6.0
Maxwell Lewis,LAL,21,1,1,0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Miles McBride,NYK,23,1,0,1,2.1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0
Mitchell Robinson,NYK,25,1,0,1,29.4,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,15.0,1.0,0.0,0.0,0.0,4.0,19.5,0.0,0.0,-4.0
Omer Yurtseven,UTA,25,1,1,0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Svi Mykhailiuk,BOS,26,1,1,0,8.6,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,-0.8,0.0,0.0,-5.0
Tristan Thompson,CLE,32,1,0,1,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.2,0.0,0.0,-8.0
Troy Brown Jr.,MIN,24,1,1,0,9.7,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,6.9,0.0,0.0,-1.0
Vince Williams Jr.,MEM,23,2,0,2,7.5,0.0,0.0,1.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.5,0.5,0.0,0.0,0.5,2.1,0.0,0.0,5.0
